id_hospital,nome_hospital,estado,cidade,tipo_unidade,qtd_leitos,ocupacao_perc,pacientes_em_espera,qtd_medicos,qtd_enfermeiros,qtd_atendimentos_mes,tempo_medio_espera_min,gastos_mensais_R$,repasses_sus_R$,taxa_mortalidade_%,tipo_gestao,indice_satisfacao,data
a2cd70b1,Hospital Esperança 139,RJ,Fortaleza,Unidade Mista,302,55.3,118,32,60,7353,101.04,572730.7,716948.53,12.28,Municipal,1.3,23/01/2025
8e207f7c,Hospital Esperança 531,RJ,São Luís,Hospital Especializado,130,46.9,37,97,32,4695,82.74,870007.27,656531.62,5.97,Municipal,4.1,17/09/2024
7d6effe9,Hospital Esperança 796,RJ,Cuiabá,Hospital Geral,315,38.0,18,44,103,5419,150.36,513992.8,679237.65,5.64,Federal,1.8,13/03/2025
ec8b81b8,Hospital Bem Estar 607,RJ,Brasília,UPA,161,27.4,31,16,98,144,179.58,538381.61,555049.53,6.45,Federal,3.7,18/08/2024
2981eab8,Hospital Esperança 316,RJ,Porto Alegre,Posto de Saúde,170,58.4,51,5,40,6591,68.83,997530.39,217779.6,3.01,Federal,2.9,02/12/2024
2d8d10eb,Hospital Saúde 238,RJ,Cuiabá,Unidade Mista,84,62.8,10,94,31,7397,57.62,217235.54,222574.52,8.62,Federal,3.5,05/02/2025
106c663d,Hospital Bem Estar 313,RJ,São Paulo,Hospital Especializado,232,23.9,81,19,83,9601,161.19,156369.8,566428.54,12.55,Federal,2.5,25/11/2024
7b9b8a2f,Hospital Bem Estar 245,RJ,São Paulo,Hospital Geral,197,30.4,82,78,14,6700,125.19,155719.76,185042.55,4.42,Estadual,3.1,21/10/2024
5c500994,Hospital Esperança 924,RJ,Aracaju,UPA,95,45.2,4,89,137,1686,18.04,820131.44,818885.38,8.09,Estadual,3.7,17/05/2024
1c6c58a2,Hospital Bem Estar 905,RJ,Porto Velho,Posto de Saúde,85,73.5,142,97,64,6042,155.3,500252.01,826535.76,6.65,Estadual,4.9,12/01/2025
c5920465,Hospital Saúde 404,RJ,Teresina,Unidade Mista,29,43.2,141,34,90,8600,58.22,623191.97,872871.61,8.65,Estadual,3.2,09/05/2024
ea7ac6d5,Hospital Saúde 523,RJ,Rio Branco,Hospital Especializado,213,79.8,58,74,17,6189,162.67,503528.22,736840.27,12.84,Estadual,2.5,27/09/2024
6464bebf,Hospital Esperança 380,RJ,Goiânia,Hospital Geral,105,86.7,5,63,92,324,48.85,472907.62,594171.05,8.81,Municipal,3.9,10/01/2025
20c1d1c7,Hospital Saúde 316,RJ,Teresina,UPA,417,93.9,20,11,108,8724,34.94,520195.2,179183.37,13.84,Municipal,2.8,12/07/2024
206870a3,Hospital Bem Estar 436,RJ,Aracaju,Posto de Saúde,310,33.1,24,49,77,2978,79.38,348259.48,224007.12,5.5,Municipal,1.0,07/04/2025
1a1ae3d4,Hospital Bem Estar 215,RJ,Palmas,Unidade Mista,296,64.7,47,8,96,7158,95.32,748568.56,483408.66,9.37,Municipal,2.5,30/07/2024
ef3c95ac,Hospital Esperança 571,RJ,Natal,Hospital Especializado,442,97.7,38,36,59,1510,30.59,130448.44,469495.77,2.94,Municipal,2.7,29/09/2024
3e564844,Hospital Bem Estar 601,RJ,Porto Velho,Hospital Geral,86,53.0,8,36,129,2944,39.88,268247.41,666768.21,7.54,Federal,2.2,08/08/2024
b88d2fab,Hospital Vida 13,RJ,João Pessoa,UPA,212,23.6,5,92,88,2556,107.57,622964.56,67672.92,13.26,Federal,2.5,28/02/2025
03c4ba8f,Hospital Saúde 411,RJ,Natal,Posto de Saúde,281,47.2,145,6,71,1262,66.09,693855.36,850761.26,10.23,Federal,1.9,12/03/2025
7a1823d8,Hospital Saúde 783,RJ,Macapá,Unidade Mista,291,78.5,41,89,35,1720,120.72,935173.08,520799.44,7.35,Federal,3.2,30/11/2024
ac76a318,Hospital Bem Estar 133,RJ,Belo Horizonte,Hospital Especializado,46,49.5,58,96,77,2726,175.78,895376.39,850413.99,6.24,Federal,3.8,24/11/2024
ec1d5ab1,Hospital Vida 654,RJ,Fortaleza,Hospital Geral,404,48.3,150,89,100,5700,34.2,170120.05,703527.8,6.76,Estadual,4.8,01/02/2025
8ea68ce5,Hospital Vida 861,RJ,Cuiabá,UPA,292,37.8,46,37,42,2287,89.68,57761.66,317479.87,2.54,Estadual,3.1,26/02/2025
ff7ba89c,Hospital Bem Estar 509,RJ,Florianópolis,Posto de Saúde,354,74.8,92,44,27,9927,152.99,563364.26,410743.64,13.4,Estadual,1.8,14/04/2024
42adec57,Hospital Vida 38,RJ,Teresina,Unidade Mista,243,86.7,83,27,124,497,79.03,436462.68,824491.63,11.81,Estadual,3.4,13/07/2024
9db7f372,Hospital Saúde 803,RJ,São Paulo,Hospital Especializado,336,97.0,137,46,145,8883,105.49,468100.13,203335.53,9.84,Estadual,4.7,17/10/2024
898c32a5,Hospital Vida 306,RJ,São Paulo,Hospital Geral,291,33.4,42,76,124,949,103.52,778688.8,627752.71,8.52,Municipal,1.3,23/03/2025
94746780,Hospital Saúde 428,RJ,Recife,UPA,43,25.6,116,6,43,213,165.57,874291.25,669961.11,12.66,Municipal,3.6,02/01/2025
a0e24865,Hospital Esperança 302,RJ,Boa Vista,Posto de Saúde,257,50.0,89,23,14,2638,164.02,972974.87,829521.2,13.35,Municipal,2.6,05/09/2024
c432672a,Hospital Esperança 528,RJ,Rio Branco,Unidade Mista,224,47.8,53,15,6,5766,108.82,719848.29,322157.62,7.22,Municipal,2.8,23/12/2024
4654f67d,Hospital Bem Estar 637,RJ,Porto Alegre,Hospital Especializado,66,78.8,21,29,121,4230,158.74,492307.33,412464.87,13.93,Municipal,4.9,03/08/2024
b2b2caf8,Hospital Esperança 723,RJ,Aracaju,Hospital Geral,388,42.2,3,11,118,2694,67.24,840181.36,613779.48,9.51,Federal,3.1,28/06/2024
4d841731,Hospital Saúde 178,RJ,Palmas,UPA,457,21.5,32,14,140,6633,178.11,559216.54,238270.1,8.51,Federal,1.3,07/03/2025
c43c8837,Hospital Esperança 70,RJ,Cuiabá,Posto de Saúde,39,38.5,97,71,68,1907,82.2,640852.0,814998.99,5.43,Federal,1.1,04/04/2025
4294af9b,Hospital Bem Estar 150,RJ,São Paulo,Unidade Mista,151,74.2,127,89,78,1545,137.67,90554.69,745226.57,9.67,Federal,3.3,13/06/2024
4ac275ac,Hospital Esperança 280,RJ,Maceió,Hospital Especializado,45,46.8,16,63,98,5251,67.98,603748.39,203778.25,5.43,Federal,3.3,09/12/2024
dc182f7f,Hospital Bem Estar 60,RJ,Porto Alegre,Hospital Geral,223,49.7,87,27,23,5967,178.52,547082.27,733643.03,4.06,Estadual,3.6,15/11/2024
3842d0f7,Hospital Bem Estar 576,RJ,Belém,UPA,330,97.2,26,7,5,6087,82.96,428058.21,814071.43,5.93,Estadual,2.6,23/11/2024
594df347,Hospital Bem Estar 182,RJ,Porto Alegre,Posto de Saúde,54,55.8,1,18,19,1145,37.41,772611.1,523234.1,2.02,Estadual,2.7,29/01/2025
298d7abe,Hospital Vida 708,RJ,Teresina,Unidade Mista,253,89.9,120,63,88,7179,173.91,642350.38,45455.42,12.11,Estadual,3.6,05/07/2024
64f0810b,Hospital Esperança 263,RJ,Maceió,Hospital Especializado,218,36.0,140,66,96,2452,67.12,165265.01,601309.66,10.08,Estadual,4.8,01/12/2024
f2d4525b,Hospital Bem Estar 647,RJ,Curitiba,Hospital Geral,116,36.5,37,37,5,2129,13.04,973414.81,817657.6,11.94,Municipal,1.7,16/08/2024
b25abaf0,Hospital Bem Estar 437,RJ,Fortaleza,UPA,364,36.2,29,8,131,6491,94.38,268410.79,896140.93,14.95,Municipal,1.1,22/03/2025
4cc1df7a,Hospital Saúde 65,RJ,Aracaju,Posto de Saúde,338,77.6,148,46,123,4846,56.84,213347.95,729198.72,10.44,Municipal,2.6,29/11/2024
71e65a5f,Hospital Saúde 454,RJ,Boa Vista,Unidade Mista,278,22.3,53,73,73,7615,10.98,930334.82,884006.39,6.12,Municipal,4.0,24/03/2025
823c8f0c,Hospital Bem Estar 256,RJ,Goiânia,Hospital Especializado,359,64.6,98,69,135,9777,143.79,997068.19,643073.06,4.57,Municipal,4.2,30/04/2024
05ce3feb,Hospital Vida 323,RJ,Campo Grande,Hospital Geral,311,22.8,25,77,134,2948,31.73,117371.39,720243.16,2.27,Federal,1.9,14/06/2024
024907fd,Hospital Bem Estar 877,RJ,Fortaleza,UPA,84,79.6,6,7,95,2870,144.78,809207.33,891474.35,4.88,Federal,3.3,12/05/2024
c39ced06,Hospital Esperança 876,RJ,Manaus,Posto de Saúde,214,40.0,2,61,113,5655,12.41,552964.47,27238.67,10.47,Federal,2.2,15/05/2024
f7386682,Hospital Esperança 324,RJ,Rio de Janeiro,Unidade Mista,92,31.8,142,82,58,3391,149.15,397922.88,818377.91,0.13,Federal,1.6,06/09/2024
36f08a51,Hospital Saúde 474,RJ,Manaus,Hospital Especializado,262,83.6,71,39,132,9008,119.53,779579.15,505705.7,12.2,Federal,2.6,27/04/2024
eb019369,Hospital Esperança 832,RJ,Curitiba,Hospital Geral,398,74.0,123,92,48,4921,90.81,782794.49,649346.03,7.51,Estadual,4.7,13/05/2024
aee16536,Hospital Esperança 219,RJ,Belo Horizonte,UPA,177,89.9,58,43,126,4309,126.5,144767.02,842967.24,6.39,Estadual,4.3,03/07/2024
76ea116c,Hospital Vida 204,RJ,Vitória,Posto de Saúde,454,81.4,3,12,42,2084,147.17,371292.44,25356.02,7.61,Estadual,4.4,11/02/2025
7db9a954,Hospital Esperança 944,RJ,Goiânia,Unidade Mista,240,26.0,48,92,14,5687,27.87,913935.55,723945.01,13.78,Estadual,4.8,08/10/2024
963e55f1,Hospital Vida 677,RJ,Goiânia,Hospital Especializado,224,100.0,22,12,24,3483,81.6,622492.91,562479.32,14.55,Estadual,1.9,22/10/2024
b4be4b94,Hospital Saúde 499,RJ,Rio Branco,Hospital Geral,21,45.5,140,19,47,1430,134.74,256217.35,390688.61,10.4,Municipal,3.8,07/01/2025
b42bffba,Hospital Bem Estar 600,RJ,São Paulo,UPA,444,74.3,9,30,112,3348,129.38,739148.51,808483.98,7.9,Municipal,3.3,25/06/2024
440324cf,Hospital Saúde 877,RJ,Recife,Posto de Saúde,38,41.6,126,40,100,6393,111.2,483496.66,520563.06,3.08,Municipal,3.2,19/10/2024
07d5391f,Hospital Vida 744,RJ,Teresina,Unidade Mista,93,94.3,114,61,32,7175,112.57,317143.87,799934.13,3.7,Municipal,4.8,22/07/2024
d98ad9ef,Hospital Saúde 47,RJ,Florianópolis,Hospital Especializado,178,26.9,42,21,150,9204,107.13,822387.75,221441.69,8.44,Municipal,3.2,22/12/2024
1cf9db38,Hospital Esperança 945,RJ,Porto Alegre,Hospital Geral,426,66.8,17,100,40,7896,95.1,78263.32,533228.84,4.97,Federal,4.7,09/12/2024
4a5663f3,Hospital Vida 870,RJ,São Paulo,UPA,297,93.2,100,21,78,7638,129.81,601109.8,534864.3,7.78,Federal,3.3,29/12/2024
26f650f7,Hospital Bem Estar 285,RJ,São Luís,Posto de Saúde,210,74.5,126,94,65,1480,73.25,614764.34,59256.93,7.68,Federal,4.5,15/07/2024
baee4256,Hospital Esperança 240,RJ,Palmas,Unidade Mista,132,60.2,104,20,58,9722,179.29,756540.12,236126.25,0.76,Federal,1.1,19/03/2025
f033f807,Hospital Saúde 690,RJ,Macapá,Hospital Especializado,24,31.6,23,65,75,9323,110.3,926277.52,263096.07,3.92,Federal,2.0,22/09/2024
769a93bc,Hospital Esperança 301,RJ,São Paulo,Hospital Geral,24,38.5,110,85,37,4321,22.87,640037.63,129893.59,7.63,Estadual,1.5,08/09/2024
8115f0b0,Hospital Saúde 835,RJ,Goiânia,UPA,21,20.3,69,18,134,1958,148.44,635925.05,307730.77,2.12,Estadual,2.1,24/12/2024
0958575b,Hospital Vida 397,RJ,Porto Alegre,Posto de Saúde,86,73.3,134,12,139,8236,33.94,427433.91,634591.63,2.47,Estadual,3.5,28/08/2024
a96a4243,Hospital Esperança 382,RJ,Goiânia,Unidade Mista,485,93.3,111,91,55,4325,178.11,68631.8,868986.15,11.78,Estadual,3.8,26/04/2024
a9a1670f,Hospital Bem Estar 993,RJ,Salvador,Hospital Especializado,46,53.6,88,41,29,659,117.31,741644.63,525443.54,5.9,Estadual,4.2,19/09/2024
baedc5ad,Hospital Esperança 403,RJ,São Luís,Hospital Geral,372,83.8,24,5,45,7170,24.46,707648.38,467945.76,2.07,Municipal,2.5,10/03/2025
8cb9f44c,Hospital Esperança 560,RJ,Salvador,UPA,90,63.7,79,62,94,9482,100.98,504119.44,62659.13,12.42,Municipal,3.1,26/12/2024
ccf4d573,Hospital Vida 736,RJ,Porto Alegre,Posto de Saúde,455,21.5,86,30,6,6945,143.41,797441.48,300417.95,2.92,Municipal,1.5,04/09/2024
41ecbfb0,Hospital Esperança 707,RJ,João Pessoa,Unidade Mista,174,46.5,128,76,132,8722,100.61,744390.26,464945.32,2.81,Municipal,2.9,29/05/2024
e95bffd3,Hospital Saúde 705,RJ,Rio Branco,Hospital Especializado,197,76.2,128,98,75,6997,69.82,692589.73,133779.49,9.67,Municipal,1.6,22/03/2025
de88d9d4,Hospital Saúde 182,RJ,Goiânia,Hospital Geral,315,63.4,98,19,86,9278,32.1,745368.93,627194.75,2.01,Federal,2.8,09/12/2024
e6e3040b,Hospital Bem Estar 375,RJ,Brasília,UPA,303,80.8,38,29,71,1087,121.32,398387.96,595618.57,13.34,Federal,1.7,19/10/2024
f33955ce,Hospital Bem Estar 470,RJ,Salvador,Posto de Saúde,96,96.6,56,84,38,7714,119.26,97728.32,393032.7,11.57,Federal,3.6,27/07/2024
7caf1378,Hospital Bem Estar 840,RJ,Boa Vista,Unidade Mista,471,21.0,145,53,47,3382,31.12,948175.89,624241.29,6.41,Federal,4.4,28/07/2024
e59d008f,Hospital Saúde 350,RJ,São Paulo,Hospital Especializado,471,86.3,91,27,60,5503,18.83,543168.48,861252.48,9.09,Federal,3.6,23/02/2025
10eb08b5,Hospital Esperança 512,RJ,Teresina,Hospital Geral,14,83.3,59,13,80,1701,50.44,127139.11,121695.24,10.77,Estadual,1.8,20/02/2025
f46234de,Hospital Saúde 327,RJ,Aracaju,UPA,372,34.8,72,65,26,8707,23.34,225424.35,377111.26,5.97,Estadual,3.0,01/09/2024
20b5b3f8,Hospital Bem Estar 105,RJ,Manaus,Posto de Saúde,77,65.5,80,13,150,5179,34.55,56035.58,53019.59,6.2,Estadual,3.8,05/01/2025
1a4ed94c,Hospital Vida 901,RJ,Recife,Unidade Mista,385,33.5,105,60,101,2596,18.09,723552.19,496451.69,12.09,Estadual,2.0,14/07/2024
b7c0ea6f,Hospital Vida 469,RJ,Vitória,Hospital Especializado,397,72.2,94,62,129,2208,63.47,206901.27,716621.66,8.61,Estadual,1.8,29/03/2025
c8e5f603,Hospital Saúde 506,RJ,Palmas,Hospital Geral,386,85.5,81,93,12,3171,152.57,814653.28,27317.98,6.12,Municipal,1.9,05/04/2025
13cd2a33,Hospital Esperança 117,RJ,Palmas,UPA,499,96.1,11,70,113,6292,95.49,616006.49,486260.13,13.05,Municipal,1.8,19/04/2024
eedf9169,Hospital Saúde 263,RJ,Porto Alegre,Posto de Saúde,214,61.6,74,46,110,6247,12.44,233954.28,849377.9,1.36,Municipal,1.1,16/10/2024
f3fe0263,Hospital Vida 13,RJ,Teresina,Unidade Mista,443,99.8,96,37,31,1136,82.09,266793.37,818094.1,0.23,Municipal,5.0,18/08/2024
3b96b6cb,Hospital Saúde 638,RJ,Goiânia,Hospital Especializado,430,56.4,45,8,25,781,175.7,193505.44,679897.68,13.75,Municipal,1.4,24/02/2025
fb2228e5,Hospital Saúde 648,RJ,São Paulo,Hospital Geral,409,20.1,8,72,137,4141,129.11,613660.45,836177.29,12.99,Federal,4.7,02/10/2024
a5c6de3c,Hospital Saúde 654,RJ,Rio Branco,UPA,103,64.2,119,11,60,555,11.4,973259.85,779453.52,9.61,Federal,3.6,21/06/2024
01265ca4,Hospital Bem Estar 784,RJ,Recife,Posto de Saúde,477,60.5,79,77,87,5415,128.77,300335.13,340777.88,6.33,Federal,4.0,28/05/2024
05795649,Hospital Vida 152,RJ,Campo Grande,Unidade Mista,353,32.5,78,37,122,4345,80.09,604675.89,565920.24,14.07,Federal,1.8,06/10/2024
32d35ead,Hospital Esperança 394,RJ,Boa Vista,Hospital Especializado,419,69.7,13,40,38,6414,105.55,500372.54,151833.19,4.16,Federal,4.0,05/12/2024
4316c228,Hospital Esperança 419,RJ,Brasília,Hospital Geral,181,76.1,42,10,78,8457,17.02,58185.38,721064.43,9.17,Estadual,3.4,30/08/2024
74c1c9f7,Hospital Saúde 740,RJ,São Luís,UPA,349,22.8,141,20,81,893,169.95,850568.41,147346.82,10.3,Estadual,2.5,31/05/2024
23950953,Hospital Saúde 166,RJ,Rio de Janeiro,Posto de Saúde,324,94.2,100,49,14,9481,73.35,869901.55,159818.23,7.3,Estadual,4.7,28/12/2024
7c60beed,Hospital Vida 774,RJ,Rio Branco,Unidade Mista,326,22.1,61,88,124,4378,115.22,480741.76,642675.02,14.55,Estadual,3.5,03/11/2024
2560ac62,Hospital Bem Estar 910,RJ,Teresina,Hospital Especializado,135,25.0,19,42,17,3361,48.74,757526.33,410929.06,6.08,Estadual,2.2,18/09/2024
8db5774b,Hospital Bem Estar 440,RJ,Campo Grande,Hospital Geral,381,35.3,136,42,78,4389,131.14,463537.44,487926.61,9.01,Municipal,4.6,21/01/2025
be87ce7f,Hospital Saúde 513,RJ,Belo Horizonte,UPA,299,24.5,48,92,141,3931,116.2,637447.09,106871.13,5.18,Municipal,4.0,24/08/2024
b6a242a7,Hospital Bem Estar 603,RJ,Salvador,Posto de Saúde,497,85.1,136,54,127,4105,52.22,254599.72,490502.15,1.15,Municipal,4.7,11/12/2024
e857535a,Hospital Esperança 567,RJ,Maceió,Unidade Mista,12,39.6,109,96,82,5557,147.44,221514.64,211295.86,8.61,Municipal,1.0,29/05/2024
b85a686c,Hospital Vida 943,RJ,Salvador,Hospital Especializado,286,79.6,49,80,124,2468,43.17,851836.88,370549.43,3.15,Municipal,1.4,09/01/2025
37106964,Hospital Esperança 821,RJ,Aracaju,Hospital Geral,67,40.6,23,18,84,9312,171.54,145130.4,850521.49,11.66,Federal,1.8,06/03/2025
67b5600f,Hospital Esperança 543,RJ,Fortaleza,UPA,145,72.1,91,78,111,5160,157.94,472127.66,455547.33,2.41,Federal,2.3,12/09/2024
0f2e68f4,Hospital Esperança 405,RJ,Maceió,Posto de Saúde,50,81.2,64,51,109,1914,87.42,298170.47,880391.24,0.76,Federal,3.4,31/08/2024
e32d46a1,Hospital Esperança 252,RJ,Macapá,Unidade Mista,444,27.3,94,73,137,5203,175.56,986223.08,162153.22,13.72,Federal,4.2,28/02/2025
6f989af3,Hospital Vida 786,RJ,Belém,Hospital Especializado,189,55.6,64,97,9,787,124.3,96157.99,610762.61,8.5,Federal,4.5,02/10/2024
58cf3cbd,Hospital Bem Estar 901,RJ,Fortaleza,Hospital Geral,92,87.3,54,12,90,856,130.57,960300.74,224607.47,0.87,Estadual,1.2,09/05/2024
56f761b8,Hospital Vida 393,RJ,João Pessoa,UPA,394,84.9,85,93,14,3202,16.26,987927.19,308718.25,8.41,Estadual,1.9,13/01/2025
3c27a0f4,Hospital Vida 58,RJ,Belo Horizonte,Posto de Saúde,431,39.2,51,91,100,4527,160.28,97353.78,728206.07,1.6,Estadual,2.3,15/02/2025
a4356764,Hospital Saúde 525,RJ,Brasília,Unidade Mista,240,81.0,136,85,36,5685,46.98,249117.56,784975.78,9.24,Estadual,4.7,15/08/2024
c0d3566f,Hospital Vida 255,RJ,Rio Branco,Hospital Especializado,150,28.3,103,38,16,4965,16.16,368417.96,542670.22,10.54,Estadual,1.7,26/05/2024
a51ba9ef,Hospital Bem Estar 466,RJ,Rio Branco,Hospital Geral,410,66.6,16,5,24,3437,164.51,379958.29,758107.33,13.32,Municipal,3.9,21/01/2025
7e7d7eb0,Hospital Saúde 551,RJ,João Pessoa,UPA,217,27.2,73,43,77,5489,168.53,728305.63,561383.2,3.24,Municipal,2.0,23/10/2024
04e94a99,Hospital Vida 400,RJ,Natal,Posto de Saúde,470,70.6,99,46,54,1343,88.79,145814.13,146543.37,6.79,Municipal,4.6,14/06/2024
bbb9d51e,Hospital Esperança 241,RJ,Porto Alegre,Unidade Mista,38,46.5,120,54,60,5885,73.08,857481.94,86488.24,13.67,Municipal,1.5,07/03/2025
b6b4bd3b,Hospital Esperança 900,RJ,Cuiabá,Hospital Especializado,350,62.0,106,10,138,8890,148.09,361245.14,686244.7,8.02,Municipal,3.2,15/10/2024
2627806e,Hospital Saúde 157,RJ,São Luís,Hospital Geral,387,72.8,68,75,136,4329,74.66,512779.64,255829.62,9.03,Federal,3.2,05/04/2025
420400f3,Hospital Vida 70,RJ,Fortaleza,UPA,499,25.3,150,48,17,7592,118.14,182497.38,463161.69,2.22,Federal,2.6,10/04/2025
0eef1bfc,Hospital Vida 326,RJ,Palmas,Posto de Saúde,47,33.2,23,65,12,7842,23.2,911988.5,854301.81,9.94,Federal,2.7,08/08/2024
eda4b19f,Hospital Vida 167,RJ,Fortaleza,Unidade Mista,243,82.8,33,16,33,6467,74.0,499821.97,338960.75,12.85,Federal,4.2,28/12/2024
d276b5ff,Hospital Vida 270,RJ,Salvador,Hospital Especializado,199,83.6,109,63,80,5257,84.56,996544.63,653156.45,0.9,Federal,3.7,17/02/2025
94e3f384,Hospital Esperança 318,RJ,Goiânia,Hospital Geral,158,76.6,35,24,67,7941,143.48,795249.36,391919.54,4.89,Estadual,1.2,18/03/2025
fd284b71,Hospital Vida 592,RJ,João Pessoa,UPA,138,33.2,100,40,91,8854,76.56,485460.53,176872.62,8.12,Estadual,3.3,31/08/2024
ffdab66a,Hospital Bem Estar 634,RJ,Natal,Posto de Saúde,371,66.3,29,92,35,2060,107.5,374188.25,102230.65,0.72,Estadual,1.9,24/05/2024
f6394a9f,Hospital Esperança 942,RJ,Natal,Unidade Mista,403,53.9,35,62,11,900,122.04,232371.97,381081.94,8.35,Estadual,4.5,03/05/2024
bcd9c65b,Hospital Esperança 790,RJ,Natal,Hospital Especializado,154,61.9,36,95,64,3657,17.97,709288.26,311635.76,10.21,Estadual,2.5,07/07/2024
c3de4777,Hospital Saúde 285,RJ,Salvador,Hospital Geral,339,51.6,149,73,70,1803,10.32,676093.18,707130.4,4.89,Municipal,1.3,18/08/2024
998ef145,Hospital Saúde 130,RJ,São Luís,UPA,117,43.1,90,85,59,9405,152.65,412779.96,317219.48,9.03,Municipal,1.1,07/12/2024
9404aa11,Hospital Saúde 63,RJ,Goiânia,Posto de Saúde,476,65.7,20,68,94,6297,128.02,737434.72,103261.34,5.0,Municipal,4.6,14/04/2024
ee3a168b,Hospital Vida 46,RJ,Maceió,Unidade Mista,120,98.4,150,86,78,7583,82.07,281953.14,494004.56,8.7,Municipal,2.4,25/06/2024
24761935,Hospital Bem Estar 135,RJ,Palmas,Hospital Especializado,141,84.2,68,18,54,8046,50.35,291141.54,521958.25,7.76,Municipal,2.3,20/09/2024
6900ecea,Hospital Bem Estar 660,RJ,Campo Grande,Hospital Geral,150,51.0,75,42,133,8504,12.62,999659.91,411787.94,9.28,Federal,4.5,30/11/2024
af45fe1f,Hospital Saúde 720,RJ,Maceió,UPA,329,44.4,22,81,49,4488,152.86,204242.39,712795.5,3.34,Federal,2.4,11/08/2024
0d89b800,Hospital Bem Estar 6,RJ,São Luís,Posto de Saúde,21,22.0,86,61,11,3916,54.39,132741.74,136245.51,11.84,Federal,4.7,13/03/2025
a5c4f4de,Hospital Vida 994,RJ,Belém,Unidade Mista,346,47.4,100,62,18,1281,21.28,76977.03,239959.47,13.51,Federal,4.1,08/04/2025
19f04e71,Hospital Bem Estar 252,RJ,Vitória,Hospital Especializado,65,26.7,80,12,70,6598,97.62,844734.48,571979.19,5.6,Federal,3.3,16/09/2024
02f91181,Hospital Saúde 107,RJ,Salvador,Hospital Geral,426,82.6,55,78,65,5542,147.5,90030.43,375365.1,11.82,Estadual,3.0,29/10/2024
57904d92,Hospital Vida 292,RJ,Maceió,UPA,493,39.2,119,16,74,6417,114.36,280671.69,497319.95,5.15,Estadual,4.8,22/07/2024
eb1b0964,Hospital Bem Estar 576,RJ,Belém,Posto de Saúde,408,47.8,129,55,23,1089,20.1,652443.44,850048.66,5.52,Estadual,2.2,06/02/2025
0aefcbfd,Hospital Vida 766,RJ,São Paulo,Unidade Mista,294,47.8,33,62,69,2320,121.2,209822.48,116735.69,7.89,Estadual,1.5,12/11/2024
54c814a3,Hospital Bem Estar 829,RJ,Campo Grande,Hospital Especializado,11,73.4,111,80,52,6669,133.49,67766.4,70291.56,2.48,Estadual,2.1,19/07/2024
6e79e58d,Hospital Saúde 296,RJ,Vitória,Hospital Geral,265,37.3,115,24,30,5520,91.79,159806.52,374172.0,11.54,Municipal,4.7,21/11/2024
ba3e3a1e,Hospital Esperança 127,RJ,Goiânia,UPA,492,39.7,44,49,95,2404,166.66,815589.06,843322.51,4.47,Municipal,1.6,13/12/2024
ef93f8f1,Hospital Saúde 923,RJ,Cuiabá,Posto de Saúde,447,84.2,14,70,51,5135,35.85,620657.82,394973.51,13.94,Municipal,1.5,11/07/2024
aa268313,Hospital Saúde 732,RJ,Florianópolis,Unidade Mista,363,63.2,25,21,47,8752,46.25,723489.46,682689.15,1.38,Municipal,4.4,12/02/2025
298fdda3,Hospital Vida 206,RJ,Palmas,Hospital Especializado,375,41.3,73,94,102,1498,121.4,758437.65,37413.34,14.11,Municipal,3.7,06/07/2024
f63b7db9,Hospital Bem Estar 415,RJ,João Pessoa,Hospital Geral,343,54.7,16,100,79,6120,93.25,213992.23,194554.21,1.44,Federal,1.8,25/06/2024
bf77f08e,Hospital Bem Estar 653,RJ,Porto Velho,UPA,30,40.0,144,18,11,6030,100.46,292322.55,562214.51,5.99,Federal,4.6,17/11/2024
eda1a265,Hospital Esperança 356,RJ,Porto Velho,Posto de Saúde,459,22.5,24,74,130,4469,136.52,638154.91,69187.4,3.18,Federal,3.4,20/10/2024
aeba78b0,Hospital Saúde 718,RJ,Rio de Janeiro,Unidade Mista,403,46.1,81,70,71,4558,68.57,992943.87,534855.8,3.03,Federal,2.9,19/09/2024
b9b64f84,Hospital Esperança 164,RJ,Natal,Hospital Especializado,300,40.9,119,99,123,6589,138.81,473715.62,786300.17,7.24,Federal,3.1,14/12/2024
aa8e3c89,Hospital Vida 660,RJ,Porto Velho,Hospital Geral,406,71.1,134,35,73,816,30.84,225232.27,118015.83,12.67,Estadual,4.1,08/12/2024
458e5fbe,Hospital Bem Estar 579,RJ,Brasília,UPA,173,36.6,36,33,122,2190,147.99,872952.49,204597.89,10.64,Estadual,1.4,06/08/2024
611e355f,Hospital Bem Estar 417,RJ,Salvador,Posto de Saúde,483,63.9,66,94,135,8257,75.32,273931.26,233828.08,12.05,Estadual,1.7,03/12/2024
24dbeced,Hospital Esperança 417,RJ,Recife,Unidade Mista,50,90.7,85,89,8,8057,147.31,634560.28,95144.58,14.32,Estadual,2.0,18/11/2024
dce83158,Hospital Bem Estar 469,RJ,Belém,Hospital Especializado,21,37.2,82,57,53,3724,121.62,836384.89,71405.78,6.27,Estadual,1.5,27/11/2024
86e03fa6,Hospital Vida 37,RJ,Rio de Janeiro,Hospital Geral,457,88.9,114,8,59,7602,62.09,642339.42,65648.61,3.01,Municipal,4.0,13/01/2025
50fc5111,Hospital Bem Estar 33,RJ,Rio Branco,UPA,103,32.5,11,85,88,2156,100.57,669881.11,802086.33,11.2,Municipal,1.4,27/07/2024
